#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTOPTAportfolio_of_gods.35;Azrai's Knowledge;;;;;;;;;;;;;x
EVTOPTBportfolio_of_gods.35;Azrai's Fear;;;;;;;;;;;;;x
EVTOPTCportfolio_of_gods.35;Go back to the previous page.;;;;;;;;;;;;;x
EVTDESCportfolio_of_gods.36;As you stray away from Azrai's shadows, you feel his divine favour pulling away from you, leaving you as you were, a mere mortal.;;;;;;;;;;;;;x
EVTOPTAportfolio_of_gods.36;Pffs.. There are other gods for me out there!;;;;;;;;;;;;;x

portfolio_of_gods_nature;Choose Nature's Aspect;;;;;;;;;;;;;x
portfolio_of_gods_nature_desc;Choose an aspect of life of Nature.;;;;;;;;;;;;;x
EVTDESCportfolio_of_gods.37;Although elves are aware gods existed prior to Deismaar and the ascension of the new ones, they choose not to follow them nor pay them homage to them since the betrayal of Azrai.;;;;;;;;;;;;;x
EVTOPTAportfolio_of_gods.37;Nature's Forests;;;;;;;;;;;;;x
EVTOPTBportfolio_of_gods.37;Nature's Strength;;;;;;;;;;;;;x
EVTOPTCportfolio_of_gods.37;Nature's Secrets;;;;;;;;;;;;;x
EVTOPTDportfolio_of_gods.37;Check other aspects in the next page.;;;;;;;;;;;;;x
EVTDESCportfolio_of_gods.38;Although elves are aware gods existed prior to Deismaar and the ascension of the new ones, they choose not to follow them nor pay them homage to them since the betrayal of Azrai.;;;;;;;;;;;;;x
EVTOPTAportfolio_of_gods.38;Nature's Knowledge;;;;;;;;;;;;;x
EVTOPTBportfolio_of_gods.38;Nature's Understanding;;;;;;;;;;;;;x
EVTOPTCportfolio_of_gods.38;Go back to the previous page.;;;;;;;;;;;;;x
EVTDESCportfolio_of_gods.39;As you stray away from Nature's protection, you feel the divine favour that has been surrounding you pulling away.;;;;;;;;;;;;;x
EVTOPTAportfolio_of_gods.39;Pffs.. There are gods out there that would appreciate me!;;;;;;;;;;;;;x

portfolio_of_gods_moradin;Choose Moradin's Aspect;;;;;;;;;;;;;x
portfolio_of_gods_moradin_desc;Choose an aspect of life of your god, father, creator and patron Moradin.;;;;;;;;;;;;;x
EVTDESCportfolio_of_gods.40;The church of Moradin has an active role in guiding the morals of dwarven communities. They emphasize the Soul Forger's hand in everyday dwarven activities such as mining, smithing, and engineering, and invoke his blessing when these tasks are begun.;;;;;;;;;;;;;x
EVTOPTAportfolio_of_gods.40;Moradin's Earth;;;;;;;;;;;;;x
EVTOPTBportfolio_of_gods.40;Moradin's Law;;;;;;;;;;;;;x
EVTOPTCportfolio_of_gods.40;Moradin's Protection;;;;;;;;;;;;;x
EVTOPTDportfolio_of_gods.40;Check other aspects in the next page.;;;;;;;;;;;;;x
EVTDESCportfolio_of_gods.41;The church of Moradin has an active role in guiding the morals of dwarven communities. They emphasize the Soul Forger's hand in everyday dwarven activities such as mining, smithing, and engineering, and invoke his blessing when these tasks are begun.;;;;;;;;;;;;;x
EVTOPTAportfolio_of_gods.41;Moradin's Arts;;;;;;;;;;;;;x
EVTOPTBportfolio_of_gods.41;Moradin's Science;;;;;;;;;;;;;x
EVTOPTCportfolio_of_gods.41;Go back to the previous page.;;;;;;;;;;;;;x
EVTDESCportfolio_of_gods.42;As you stray away from Moradin's grace, you feel his paternal divine favour pulling away from you, leaving you as you were, a mere dwarf.;;;;;;;;;;;;;x
EVTOPTAportfolio_of_gods.42;Pffs.. There are other gods for me out there!;;;;;;;;;;;;;x
